Customer_ID,Name,Age,Gender,Location,Churn,Recency,Frequency,Monetary,Avg_Basket,R_score,F_score,M_score,RFM_score,Cluster,Segment,Recommandation
2182,Tina Sanders,60,Female,New York,1,416,5,1004.63,200.93,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2183,Angela Vaughn,66,Female,Philadelphia,0,8,27,10259.8,379.99,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2184,Ashley Barton,27,Female,Los Angeles,0,12,23,8831.07,383.96,5,4,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2185,Lindsay Martinez,19,Male,Jacksonville,1,743,13,2823.92,217.22,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2186,Dr. Hannah Patterson,44,Female,Philadelphia,0,3,15,8649.81,576.65,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2187,Jonathan Peterson,64,Female,San Jose,0,1,25,7544.8,301.79,5,5,4,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2188,Samantha Garcia,27,Male,San Jose,1,941,4,726.3199999999999,181.58,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2189,Madison Poole,35,Female,Austin,1,491,12,3006.4700000000003,250.54,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2190,Jessica Gross,46,Female,Phoenix,0,86,18,8562.21,475.68,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2191,Debra Morton,25,Female,San Antonio,1,420,14,3336.6,238.33,2,3,3,8,0,À risque,"Campagne de réactivation urgente, remise personnalisée."
2192,Karen Graham,61,Female,Dallas,0,145,20,9770.130000000001,488.51,3,4,5,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2193,Debra Christian,43,Male,New York,0,26,20,8034.67,401.73,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2194,Angelica Keith,31,Male,Phoenix,0,2,14,5143.15,367.37,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2195,John Bishop,18,Female,Jacksonville,0,14,22,7721.73,350.99,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2196,Allen Rosales,42,Male,Dallas,0,13,15,7955.0,530.33,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2197,Daniel Salinas,65,Male,San Antonio,0,30,15,5807.45,387.16,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2198,Spencer Haynes,22,Female,San Jose,0,20,29,11066.67,381.61,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2199,Adam Vaughan,63,Female,Phoenix,0,2,26,10802.11,415.47,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2200,Nathan Freeman,38,Male,San Jose,0,58,25,8541.24,341.65,3,5,4,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2201,Melissa Brewer,41,Male,San Antonio,1,353,8,1736.1599999999999,217.02,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2202,Ricky Davis II,55,Female,Dallas,0,8,20,8641.84,432.09,5,4,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2203,Elizabeth Perkins,37,Female,Houston,0,40,25,10389.57,415.58,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2204,Joseph Coleman,22,Male,Dallas,1,406,6,1188.3899999999999,198.06,2,1,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2205,Erin Warner,67,Female,Philadelphia,0,38,12,6818.44,568.2,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2206,David Martinez,27,Female,Houston,0,4,22,9343.81,424.72,5,4,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2207,Bryan Herrera,66,Male,Chicago,1,567,10,2048.77,204.88,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2208,Cathy Robinson,54,Female,Austin,0,29,11,4652.9400000000005,422.99,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2209,Dr. William Warren,58,Female,Chicago,1,527,9,1307.94,145.33,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2210,Brian Lee,46,Female,Phoenix,0,29,19,7660.11,403.16,4,3,4,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2211,Christopher Smith,22,Female,San Diego,0,2,23,7399.41,321.71,5,4,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2212,Denise Mccann,41,Female,Los Angeles,0,11,29,13163.14,453.9,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2213,Melissa Martinez,50,Female,San Diego,1,729,3,213.51,71.17,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2214,Katherine Salas,69,Male,Philadelphia,0,218,16,6507.16,406.7,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2215,Julie Alexander,21,Female,Los Angeles,0,35,22,7962.46,361.93,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2216,Anthony Everett,23,Male,New York,1,518,6,584.99,97.5,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2217,Rodney Morales,46,Male,Philadelphia,1,405,12,2525.87,210.49,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2218,Mark Brown,42,Female,Philadelphia,1,475,5,498.70000000000005,99.74,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2219,Justin Torres,59,Female,Los Angeles,1,677,7,1147.84,163.98,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2220,Bailey Duran DDS,61,Female,Phoenix,0,14,18,6102.99,339.06,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2221,Courtney Mills,60,Male,Philadelphia,1,352,19,3829.98,201.58,2,3,3,8,0,À risque,"Campagne de réactivation urgente, remise personnalisée."
2222,Jeremy Dalton,27,Female,Phoenix,0,20,23,7783.82,338.43,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2223,Elizabeth Oliver DDS,63,Male,Phoenix,0,1,33,15115.57,458.05,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2224,Theresa Clark,39,Male,Austin,1,333,9,1555.43,172.83,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2225,Matthew Moore,60,Female,Dallas,0,5,22,10752.94,488.77,5,4,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2226,Benjamin Smith,37,Male,Houston,0,2,27,12624.960000000001,467.59,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2227,Kirk Carter,49,Male,Houston,1,416,9,1575.1,175.01,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2228,Michael Warner,36,Male,Dallas,0,10,16,7915.39,494.71,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2229,Michael Bradshaw,39,Male,San Jose,0,35,18,7418.799999999999,412.16,4,3,4,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2230,Lori Guerrero,29,Male,Jacksonville,0,31,22,8735.44,397.07,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2231,Jessica Stephens,41,Male,San Diego,0,17,25,9247.06,369.88,4,5,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2232,Susan Serrano,68,Female,Houston,1,596,3,782.36,260.79,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2233,Christopher Parker,69,Female,Houston,0,4,24,8434.56,351.44,5,5,4,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2234,Laura Roberts,54,Female,San Diego,1,354,7,1292.67,184.67,2,1,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2235,Michael Lyons,50,Female,Chicago,1,641,5,526.98,105.4,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2236,Kathryn Snyder,26,Female,New York,1,746,4,687.8199999999999,171.96,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2237,Andrew Reynolds,53,Male,Jacksonville,1,369,7,586.45,83.78,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2238,David Davis,36,Male,Chicago,1,361,5,893.44,178.69,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2239,Sara Johnston,50,Male,San Antonio,0,86,21,7961.45,379.12,3,4,4,11,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2240,Yvonne Chambers,32,Female,Philadelphia,1,680,5,410.46000000000004,82.09,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2241,Andrew Avila,43,Female,Houston,0,36,22,8639.97,392.73,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2242,Matthew Moon,41,Male,New York,1,545,3,343.53999999999996,114.51,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2243,Kevin Walters,63,Female,Chicago,1,561,7,855.8299999999999,122.26,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2244,Brandon Bailey MD,48,Male,Jacksonville,0,37,11,4402.87,400.26,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2245,Shannon Rivera,18,Male,New York,0,28,29,10715.18,369.49,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2246,Donna Landry,27,Female,Los Angeles,0,7,20,8386.09,419.3,5,4,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2247,Krista Gibson,25,Male,Houston,0,8,25,8632.38,345.3,5,5,4,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2248,Frank Cordova,57,Female,Los Angeles,1,245,15,2658.6,177.24,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2249,Jose Travis,49,Male,Austin,1,834,6,660.84,110.14,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2250,Kimberly Gutierrez,63,Male,Phoenix,0,10,19,8930.43,470.02,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2251,Isaiah Avila,40,Male,San Jose,0,142,12,2200.44,183.37,3,2,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2252,Olivia Harris,60,Male,Dallas,0,113,21,10624.3,505.92,3,4,5,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2253,Tanya Kim,51,Male,San Antonio,0,16,18,5355.74,297.54,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2254,Barbara Dudley,42,Female,Phoenix,0,17,18,8248.59,458.26,4,3,4,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2255,Cynthia Moore,22,Female,Houston,0,4,24,9995.35,416.47,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2256,Kristen Davis,65,Female,Chicago,1,603,6,1009.52,168.25,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2257,Susan Murray MD,39,Male,Austin,0,61,24,8943.01,372.63,3,5,4,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2258,Kathleen Moran,48,Male,Chicago,1,368,5,1324.32,264.86,2,1,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2259,Denise Davenport,47,Male,Phoenix,1,756,16,3746.88,234.18,1,3,3,7,0,À risque,"Campagne de réactivation urgente, remise personnalisée."
2260,Mrs. Kristen Reyes,30,Male,Philadelphia,0,78,14,4292.12,306.58,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2261,Katie Suarez,70,Female,Phoenix,0,28,25,9040.88,361.64,4,5,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2262,Desiree Tyler,30,Female,Philadelphia,1,497,13,1842.82,141.76,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2263,Timothy Romero,39,Female,Los Angeles,1,898,4,214.43,53.61,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2264,Diane Evans,43,Female,San Antonio,0,81,18,7023.55,390.2,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2265,Yvonne Burns,49,Female,Philadelphia,1,512,5,984.2099999999999,196.84,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2266,Joshua Reed,23,Female,Los Angeles,0,60,14,5051.58,360.83,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2267,Kimberly Gibson,70,Male,Dallas,1,236,16,3243.15,202.7,3,3,2,8,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2268,Colin Terry,23,Female,Austin,0,8,34,15893.800000000001,467.46,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2269,Cynthia Rowe,56,Female,Chicago,0,19,20,8100.04,405.0,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2270,Patrick Thornton,20,Female,San Jose,0,16,25,9721.29,388.85,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2271,Jasmin Alvarado,68,Male,Los Angeles,0,46,19,7897.12,415.64,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2272,Veronica Simpson,69,Male,New York,0,24,16,6109.96,381.87,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2273,Jonathan Lawrence,61,Female,New York,1,675,2,120.49000000000001,60.24,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2274,Shelly Alexander,67,Female,Philadelphia,0,16,19,7091.29,373.23,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2275,Joyce Bowen,20,Male,Austin,1,461,5,433.34,86.67,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2276,Matthew Moore,41,Female,Los Angeles,1,353,9,2086.5499999999997,231.84,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2277,Wayne Morgan,43,Female,Austin,0,159,12,5260.54,438.38,3,2,3,8,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2278,Marie Christian,25,Male,Jacksonville,0,15,22,9292.86,422.4,4,4,4,12,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2279,Shannon James,42,Male,Phoenix,0,64,13,4952.84,380.99,3,2,3,8,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2280,Nathan Malone,31,Female,Jacksonville,1,315,17,2843.9700000000003,167.29,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2281,Amanda Jones,26,Male,San Diego,0,29,21,6422.41,305.83,4,4,3,11,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2282,Tammie Bright,46,Male,Austin,1,714,6,1251.0,208.5,1,1,2,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2283,Jessica Garcia,63,Male,Dallas,1,400,7,859.42,122.77,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2284,Shelia Wallace,28,Male,Philadelphia,1,513,9,1744.04,193.78,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2285,Stephanie Williams,30,Male,Houston,0,10,20,7455.94,372.8,5,4,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2286,Elaine Brooks,53,Female,San Diego,0,9,19,9195.35,483.97,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2287,Joseph Knight,23,Male,Phoenix,1,514,9,1872.2,208.02,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2288,Carolyn Miller,64,Female,Dallas,1,468,12,1359.05,113.25,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2289,Lisa Allen,70,Male,Chicago,1,280,10,2411.15,241.12,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2290,Briana Murray,46,Female,Austin,1,327,15,2656.2999999999997,177.09,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2291,David Smith,67,Male,Chicago,0,25,30,11220.36,374.01,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2292,Stephanie Byrd,21,Male,Dallas,0,3,22,7577.34,344.42,5,4,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2293,Jeremy Reed,28,Female,Jacksonville,0,55,25,11096.45,443.86,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2294,Margaret Coleman,51,Female,Los Angeles,0,10,15,5315.84,354.39,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2295,Ryan Gonzalez,53,Female,Chicago,0,59,12,4080.21,340.02,3,2,3,8,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2296,John Young,23,Male,San Jose,1,469,4,964.3100000000001,241.08,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2297,Laura Haney,57,Female,San Jose,0,8,18,8345.8,463.66,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2298,William Barrett,19,Male,New York,1,1067,2,346.75,173.38,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2299,Keith Jennings,67,Female,San Jose,1,518,5,913.5899999999999,182.72,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2300,Amber Obrien,58,Female,Austin,0,123,16,5164.2,322.76,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2301,Tanner Mitchell DDS,69,Female,Phoenix,0,7,27,15117.93,559.92,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2302,Heather Fields,21,Male,San Diego,0,22,27,7957.2,294.71,4,5,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2303,Megan Le,31,Female,San Jose,0,12,18,5991.0,332.83,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2304,Sara Fuller,63,Female,Jacksonville,0,171,24,10444.04,435.17,3,5,5,13,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2305,Maria Parker,26,Female,Dallas,1,482,5,712.38,142.48,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2306,Kevin Oconnor,47,Male,Phoenix,0,38,32,13533.05,422.91,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2307,Edward Burgess,24,Male,Phoenix,0,11,21,7089.35,337.59,5,4,3,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2308,Carlos Ryan,44,Male,Chicago,1,458,7,1323.52,189.07,2,1,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2309,Kiara Mcintyre,64,Female,Houston,1,587,4,552.85,138.21,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2310,Dawn Summers,50,Female,San Diego,0,0,29,12418.5,428.22,5,5,5,15,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2311,Dr. Paul Morgan,23,Female,Dallas,0,38,16,4210.59,263.16,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2312,Victor Taylor,31,Female,New York,1,406,5,466.46,93.29,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2313,Shannon Ramsey,56,Female,Phoenix,0,16,30,12386.48,412.88,4,5,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2314,Tracy Ballard,45,Male,Phoenix,1,920,6,965.06,160.84,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2315,Richard Smith,41,Male,San Antonio,1,361,8,1267.1799999999998,158.4,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2316,Jordan Chambers,30,Female,Dallas,0,6,27,8551.84,316.73,5,5,4,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2317,Lauren Carson,50,Female,Dallas,0,26,19,8848.48,465.71,4,3,4,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2318,Ashley Hall,57,Male,Chicago,1,709,3,253.63,84.54,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2319,Stephen Hoffman,68,Female,Dallas,0,5,23,11214.23,487.58,5,4,5,14,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2320,Connie Brown,30,Female,Dallas,1,426,9,842.9399999999999,93.66,2,2,1,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2321,Susan Turner,26,Female,San Diego,0,111,12,5097.03,424.75,3,2,3,8,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2322,Charles Shah,56,Male,Philadelphia,0,9,19,8638.51,454.66,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2323,Johnathan Davis,57,Female,San Jose,0,35,18,6624.28,368.02,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2324,Brandy Chavez,50,Female,Jacksonville,0,25,23,8895.710000000001,386.77,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2325,Natalie Bautista,19,Female,Philadelphia,0,2,19,8405.17,442.38,5,3,4,12,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2326,Patrick Moore,55,Female,Jacksonville,1,774,6,873.73,145.62,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2327,Brett Burns,34,Male,Jacksonville,0,61,16,6289.94,393.12,3,3,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2328,Trevor Johnson,28,Female,Chicago,0,5,21,6787.32,323.21,5,4,3,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2329,Jeremy Sampson,62,Male,Houston,0,117,21,9712.72,462.51,3,4,5,12,2,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2330,Ariana Jennings,44,Male,San Antonio,0,76,19,7436.18,391.38,3,3,4,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2331,Vanessa Howard,67,Female,Jacksonville,0,104,23,10659.19,463.44,3,4,5,12,1,Clients fidèles,"Cross-sell / upsell, programme de parrainage, abonnement."
2332,Colton Martinez,51,Male,Dallas,1,863,11,2030.13,184.56,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2333,Jordan Bates,48,Female,Philadelphia,1,599,4,341.65999999999997,85.42,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2334,Linda Smith,52,Female,Dallas,0,5,21,8205.36,390.73,5,4,4,13,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2335,Dana Martinez,64,Female,San Jose,1,261,17,2403.7,141.39,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2336,Andrea Hubbard,33,Female,Dallas,0,32,23,8182.9,355.78,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2337,Daniel Kane,37,Female,Jacksonville,0,40,20,7768.09,388.4,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2338,Charles Lester,49,Female,San Diego,1,643,7,1482.4,211.77,1,1,2,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2339,Scott Thomas,68,Female,Phoenix,0,31,13,5475.1,421.16,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2340,David Thompson,52,Female,San Antonio,0,3,14,6139.36,438.53,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2341,Allison Smith,69,Male,Phoenix,1,502,5,964.9399999999999,192.99,2,1,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2342,Cynthia Morris,63,Male,Philadelphia,0,37,13,4833.57,371.81,4,2,3,9,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2343,Anthony Harmon,65,Female,Houston,1,295,8,1611.3,201.41,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2344,Nichole Alvarez,35,Female,Chicago,1,660,7,1169.8,167.11,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2345,Kayla Rodriguez,55,Male,Houston,1,501,17,3177.41,186.91,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2346,Theresa Williams,51,Male,Austin,1,534,16,3073.32,192.08,1,3,2,6,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2347,Sharon Boyd,44,Female,Jacksonville,0,22,21,9088.93,432.81,4,4,4,12,2,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2348,Victor Brown,67,Male,New York,0,1,20,8265.49,413.27,5,4,4,13,1,VIP / Champions,"Programme VIP, offres exclusives, service premium, early access."
2349,James Parks,48,Female,Austin,0,160,12,6429.01,535.75,3,2,3,8,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2350,Theodore Jones Jr.,36,Female,Phoenix,1,614,12,2202.59,183.55,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2351,Ana Hill,23,Male,Dallas,1,549,9,1361.9,151.32,1,2,2,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2352,Kimberly Nguyen,29,Female,Chicago,1,959,3,577.91,192.64,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2353,Kerry Chavez DDS,43,Female,Chicago,1,1032,2,444.38,222.19,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2354,Michael Farrell,18,Female,San Jose,1,593,5,932.49,186.5,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2355,Patricia Le,39,Female,San Diego,1,643,8,1115.44,139.43,1,2,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2356,Jesse Perez,26,Female,Phoenix,0,14,16,6547.83,409.24,4,3,3,10,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2357,Jesse Perry,39,Male,Jacksonville,1,683,5,914.1,182.82,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2358,Jeffery Ortega,63,Male,New York,1,257,14,1568.7,112.05,2,3,2,7,0,Occasionnels,"Nurturing, contenus, promotions saisonnières."
2359,Christian Leblanc,54,Male,Chicago,1,470,8,968.29,121.04,2,2,1,5,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2360,Ronald Davis,50,Female,Los Angeles,1,519,4,642.3199999999999,160.58,1,1,1,3,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2361,Parker Cain,29,Male,San Diego,1,293,9,1482.81,164.76,2,2,2,6,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2362,Laurie Hoffman,18,Female,San Antonio,1,544,8,1040.35,130.04,1,2,1,4,0,Perdus,"Email win-back, enquête satisfaction, dernière chance."
2363,Bryan Gomez,35,Female,Phoenix,0,3,16,6976.530000000001,436.03,5,3,3,11,2,Occasionnels,"Nurturing, contenus, promotions saisonnières."
